config,bench,generated,satisfied,units,pr-units,pr-binaries,pr-time,solve-time,total-time,solve-result,default-kissat-time,default-kissat-result,cake-verified
default_cake.sh,rphp5_100_shuffled,533284,26416,11,0,26416,99.73,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,rphp5_105_shuffled,228167,29353,0,5,29348,99.7,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,sat_prob_143,115364,383,76,0,383,100.05,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,sat_prob_3,571652,250,28,1,249,99.89,705.07,804.96,UNSAT,683.345,UNSAT,FALSE
default_cake.sh,sat_prob_63,412263,0,8,0,0,60.49,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d20,660523,0,0,0,0,34.89,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d21,656415,0,0,0,0,35.43,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d22,652339,0,0,0,0,35.7,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d23,648289,0,0,0,0,36.38,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d24,644273,0,0,0,0,36.3,3894.1,3930.4,SAT-VERIFIED,3339.48,SAT-VERIFIED,NA
default_cake.sh,Schur_160_5_d25,640283,0,0,0,0,36.8,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d26,636327,0,0,0,0,36.64,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d27,632401,0,0,0,0,37.38,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d28,628507,0,0,0,0,37.66,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d29,624641,0,0,0,0,37.88,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d30,620807,0,0,0,0,38.16,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d31,617001,0,0,0,0,38.47,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d32,613227,0,0,0,0,38.61,1728.67,1767.28,SAT-VERIFIED,1498.41,SAT-VERIFIED,NA
default_cake.sh,Schur_160_5_d33,609491,0,0,0,0,39.02,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d34,605779,0,0,0,0,39.28,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d35,602087,0,0,0,0,39.33,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d36,598417,0,0,0,0,39.53,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_160_5_d37,594767,0,0,0,0,39.8,4771.35,4811.15,SAT-VERIFIED,4190.1,SAT-VERIFIED,NA
default_cake.sh,Schur_160_5_d38,591143,0,0,0,0,39.94,2774.91,2814.85,SAT-VERIFIED,2425.47,SAT-VERIFIED,NA
default_cake.sh,Schur_160_5_d39,587535,0,0,0,0,39.89,805.35,845.24,SAT-VERIFIED,690.861,SAT-VERIFIED,NA
default_cake.sh,Schur_160_5_d40,583991,0,0,0,0,40.32,39.53,79.85,SAT-VERIFIED,32.1574,SAT-VERIFIED,NA
default_cake.sh,Schur_160_5_d41,580301,0,0,0,0,41.19,175.47,216.66,SAT-VERIFIED,144.694,SAT-VERIFIED,NA
default_cake.sh,Schur_160_5_d42,576775,0,0,0,0,41.82,88.45,130.27,SAT-VERIFIED,72.8575,SAT-VERIFIED,NA
default_cake.sh,Schur_160_5_d43,573143,0,0,0,0,42.51,61.26,103.77,SAT-VERIFIED,49.7374,SAT-VERIFIED,NA
default_cake.sh,Schur_161_5_d20,669443,0,0,0,0,36.19,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d21,665315,0,0,0,0,36.29,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d22,661199,0,0,0,0,36.59,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d23,657131,0,0,0,0,37.08,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d24,653075,0,0,0,0,37.48,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d25,649065,0,0,0,0,37.87,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d26,645069,0,0,0,0,37.99,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d27,641123,0,0,0,0,38.41,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d28,637189,0,0,0,0,38.69,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d29,633303,0,0,0,0,38.97,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d30,629429,0,0,0,0,39.41,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d31,625603,0,0,0,0,39.43,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d32,621789,0,0,0,0,39.81,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d33,618035,0,0,0,0,39.78,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d34,614285,0,0,0,0,40.56,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d35,610575,0,0,0,0,40.12,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d36,606865,0,0,0,0,40.8,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d37,603199,0,0,0,0,41.03,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d38,599535,0,0,0,0,41.27,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d39,595909,0,0,0,0,41.41,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Schur_161_5_d40,592327,0,0,0,0,41.49,1553.57,1595.06,UNSAT,1342.24,UNSAT,TRUE
default_cake.sh,Schur_161_5_d41,588619,0,0,0,0,42.17,574.11,616.28,UNSAT,490.54,UNSAT,TRUE
default_cake.sh,Schur_161_5_d42,585057,0,0,0,0,43.16,409.4,452.56,UNSAT,350.374,UNSAT,TRUE
default_cake.sh,Schur_161_5_d43,581409,0,0,0,0,43.72,233.58,277.3,UNSAT,195.341,UNSAT,TRUE
default_cake.sh,Sz512_15127_1.smt2-stp212,333398,0,0,0,0,42.19,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Sz512_15127_3.smt2-cvc4,756117,112,119,2,110,100.01,123.24,223.25,UNSAT,93.0189,UNSAT,TRUE
default_cake.sh,Sz512_15127_4.smt2-cvc4,498885,0,128,0,0,99.98,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Sz512_15127_5.smt2-stp212,330183,0,0,0,0,39.16,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Sz512_15127_6.smt2-stp212,249532,0,0,0,0,27.6,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Sz512_15128_0.smt2-stp212,331603,0,0,0,0,39.3,374.68,413.98,SAT-VERIFIED,336.082,SAT-VERIFIED,NA
default_cake.sh,Sz512_15128_1.smt2-cvc4,497668,0,128,0,0,99.97,110.38,210.35,SAT-VERIFIED,281.261,SAT-VERIFIED,NA
default_cake.sh,tseitingrid7x180_shuffled,50400,0,0,0,0,1.11,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,tseitingrid7x185_shuffled,51800,0,0,0,0,1.2,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,tseitingrid7x190_shuffled,53200,0,0,0,0,1.26,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,tseitingrid7x195_shuffled,54600,0,0,0,0,1.26,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,tseitingrid7x200_shuffled,56000,0,0,0,0,1.36,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,uum16.smt2-cvc4,861540,0,187,0,0,99.97,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,ASG_96_len112_known_last12_2,498495,0,13,0,0,99.95,251.04,350.99,SAT-VERIFIED,151.024,SAT-VERIFIED,NA
default_cake.sh,ASG_96_len112_known_last12_2_u,496858,0,13,0,0,99.92,251.99,351.91,SAT-VERIFIED,150.805,SAT-VERIFIED,NA
default_cake.sh,ASG_96_len112_known_last13_2,481018,0,13,0,0,99.93,1097.12,1197.05,SAT-VERIFIED,1666.3,SAT-VERIFIED,NA
default_cake.sh,ASG_96_len112_known_last13_2_u,485231,0,15,0,0,99.95,972.51,1072.46,UNSAT,909.384,UNSAT,TRUE
default_cake.sh,frb-40-19-1-mgd_c18,139170,0,0,0,0,99.91,8.66,108.57,SAT-VERIFIED,6.76384,SAT-VERIFIED,NA
default_cake.sh,Grain_no_init_ver1_out200_known_last104_0,498630,0,0,0,0,100.09,1818.09,1918.18,SAT-VERIFIED,1604.74,SAT-VERIFIED,NA
default_cake.sh,Grain_no_init_ver1_out200_known_last104_0_u,549038,0,0,0,0,100.08,2996.67,3096.75,UNSAT,2671.6,UNSAT,TRUE
default_cake.sh,Grain_no_init_ver1_out200_known_last105_0,491879,0,0,0,0,100.01,778.02,878.03,SAT-VERIFIED,656.837,SAT-VERIFIED,NA
default_cake.sh,Grain_no_init_ver1_out200_known_last105_0_u,544151,0,0,0,0,100.11,1171.38,1271.49,UNSAT,996.281,UNSAT,TRUE
default_cake.sh,knight_14,401539,0,0,0,0,99.97,135.68,235.65,SAT-VERIFIED,116.145,SAT-VERIFIED,NA
default_cake.sh,ccp-s8-facto4,517467,6153,0,0,6153,99.49,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,DLTM_twitter405_71_12,242133,0,58,0,0,100.07,35.57,135.64,SAT-VERIFIED,8.92516,SAT-VERIFIED,NA
default_cake.sh,dlx1c.ucl.sat.chaff.4.1.bryant,959752,1,0,0,1,101.47,0.07,101.54,UNSAT,0.090508,UNSAT,TRUE
default_cake.sh,fermat-33106286870663,264526,0,93,0,0,100.16,188.53,288.69,SAT-VERIFIED,41.839,SAT-VERIFIED,NA
default_cake.sh,fermat-770131695059117,237937,0,75,0,0,100.12,1720.92,1821.04,SAT-VERIFIED,1413.53,SAT-VERIFIED,NA
default_cake.sh,fermat-907547022132073,238506,0,75,0,0,100.15,760.02,860.17,SAT-VERIFIED,2088.09,SAT-VERIFIED,NA
default_cake.sh,full-bf-ga-6-ce,439049,0,0,0,0,100.08,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,full-bg-gb-6-ce,445830,0,0,0,0,100.07,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,grain-55-80-0s0-seed-125-45-init-40,218005,0,0,0,0,59.74,531.79,591.53,UNSAT,457.485,UNSAT,TRUE
default_cake.sh,jkkk-one-one-10-30-unsat,358635,0,1,0,0,100.09,77.88,177.97,UNSAT,57.0801,UNSAT,TRUE
default_cake.sh,rbsat-v760c43649g8,335089,0,0,0,0,100.01,5000,5000,UNKNOWN,4478.61,SAT-VERIFIED,NA
default_cake.sh,SGI_30_70_20_60_10-dir.shuffled-as.sat03-144,103726,0,0,0,0,99.95,658.21,758.16,UNSAT,517.045,UNSAT,TRUE
default_cake.sh,simon-mixed-s02bis-05,442138,2,0,0,2,100.1,132.45,232.55,UNSAT,111.603,UNSAT,TRUE
default_cake.sh,sted4_0x1e3-124,645924,0,0,0,0,100.08,958.52,1058.6,SAT-VERIFIED,895.606,SAT-VERIFIED,NA
default_cake.sh,sted6_0x0-135,956706,0,0,0,0,100.02,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,mp1-klieber2017s-2000-022-eq,276274,0,0,0,0,100.07,1041.19,1141.26,UNSAT,935.857,UNSAT,TRUE
default_cake.sh,prime_a20_b20,574943,0,361,0,0,100.17,179.08,279.25,SAT-VERIFIED,77.4619,SAT-VERIFIED,NA
default_cake.sh,prime_a22_b22,460347,0,271,0,0,100.28,56.29,156.57,SAT-VERIFIED,302.439,SAT-VERIFIED,NA
default_cake.sh,prime_a24_b24,419544,0,95,0,0,100.4,358.51,458.91,SAT-VERIFIED,143.522,SAT-VERIFIED,NA
default_cake.sh,quad_res_r31_m35,541540,0,1,0,0,100.07,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,quad_res_r32_m35,399860,0,0,0,0,69.51,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,quad_res_r33_m36,438611,0,0,0,0,82.61,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,quad_res_r34_m36,525547,0,1,0,0,100.11,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,quad_res_r35_m36,443472,0,0,0,0,85.08,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,quad_res_r37_m39,468614,0,1,0,0,100.06,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,satch2ways12u,402069,0,0,0,0,100.08,31.12,131.2,UNSAT,26.1958,UNSAT,TRUE
default_cake.sh,satch2ways12wu,408224,0,0,0,0,99.93,24.6,124.53,UNSAT,20.1479,UNSAT,TRUE
default_cake.sh,satch2ways13wu,393475,0,0,0,0,100.07,141.15,241.22,UNSAT,115.534,UNSAT,TRUE
default_cake.sh,satch2ways14u,393151,0,0,0,0,99.96,858.17,958.13,UNSAT,733.733,UNSAT,TRUE
default_cake.sh,satch2ways15,248098,5,2,0,5,100.03,3837.96,3937.99,UNSAT,1007.76,UNSAT,TRUE
default_cake.sh,satch2ways15u,385812,0,0,0,0,100,3328.05,3428.05,UNSAT,2796.28,UNSAT,TRUE
default_cake.sh,satch2ways15wu,383581,0,0,0,0,100.06,2641.39,2741.45,UNSAT,2242.01,UNSAT,TRUE
default_cake.sh,sp5-21-15-bin-stri-flat-noid,99684,927,1,0,927,100.09,99.48,199.57,SAT-VERIFIED,598.729,SAT-VERIFIED,NA
default_cake.sh,sp5-21-15-one-nons-tree-noid,80073,1047,1,0,1047,99.97,184.19,284.16,SAT-VERIFIED,880.045,SAT-VERIFIED,NA
default_cake.sh,sp5-21-15-una-nons-tree-noid,86414,1051,1,0,1051,100.11,353.06,453.17,SAT-VERIFIED,384.17,SAT-VERIFIED,NA
default_cake.sh,sp5-26-19-bin-nons-tree-noid,94488,1212,1,0,1212,100.13,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,sp5-26-19-bin-stri-flat-noid,99648,825,1,0,825,99.45,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,sp5-26-19-una-nons-tree-noid,86473,911,1,0,911,100.02,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,sted5_0x1e3-120,609954,0,0,0,0,100.09,144.46,244.55,SAT-VERIFIED,129.75,SAT-VERIFIED,NA
default_cake.sh,sted5_0x1e3-20,556791,0,0,0,0,99.97,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,Sz512_15128_1.smt2,620290,0,96,0,0,100.01,547.16,647.17,SAT-VERIFIED,231.6,SAT-VERIFIED,NA
default_cake.sh,vlsat2_11_42,416640,1576,4,33,1543,99.76,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,50bit,236645,0,5,0,0,9.39,5000,5000,UNKNOWN,5000,UNKNOWN,NA
default_cake.sh,66bit,236645,0,5,0,0,9.4,5000,5000,UNKNOWN,5000,UNKNOWN,NA
